source;target;count
4299Z;4221Z;1
4299Z;4299Z;5
4299Z;4312A;3
4299Z;4329B;1
4299Z;4399A;1
4299Z;5221Z;1
4299Z;6810Z;10
4299Z;6820A;1
4299Z;6820B;6
4299Z;6831Z;2
4299Z;6832A;1
4299Z;7112B;4
4299Z;7490A;1
4299Z;8130Z;2
4311Z;2550B;2
4311Z;3832Z;1
4311Z;3900Z;1
4311Z;4120A;3
4311Z;4312A;4
4311Z;4312B;1
4311Z;4391B;1
4311Z;4399D;1
4311Z;4729Z;1
4311Z;4941A;1
4312A;0111Z;1
4312A;0161Z;5
4312A;0240Z;3
4312A;0811Z;1
4312A;0812Z;1
4312A;1105Z;1
4312A;1623Z;1
4312A;2363Z;1
4312A;2562B;1
4312A;3511Z;1
4312A;3700Z;3
4312A;3821Z;1
4312A;3832Z;2
4312A;3900Z;2
4312A;4120A;1
4312A;4120B;2
4312A;4211Z;9
4312A;4213A;1
4312A;4221Z;16
4312A;4222Z;2
4312A;4311Z;4
4312A;4312A;16
4312A;4312B;23
4312A;4321A;1
4312A;4332A;1
4312A;4333Z;1
4312A;4399C;22
4312A;4399D;1
4312A;4399E;8
4312A;4520A;1
4312A;4639B;1
4312A;4663Z;1
4312A;4669B;1
4312A;4673A;2
4312A;4730Z;1
4312A;4759A;1
4312A;4778B;2
4312A;4941A;8
4312A;4941B;7
4312A;4941C;5
4312A;5224B;1
4312A;5530Z;1
4312A;6630Z;1
4312A;6820B;3
4312A;6831Z;1
4312A;7010Z;1
4312A;7311Z;1
4312A;7490A;1
4312A;7732Z;6
4312A;8121Z;1
4312A;8130Z;9
4312A;8299Z;1
4312A;9603Z;2
4312B;0161Z;1
4312B;0812Z;1
4312B;4110A;1
4312B;4211Z;2
4312B;4221Z;2
4312B;4291Z;1
4312B;4299Z;1
4312B;4312A;14
4312B;4312B;6
4312B;4399C;1
4312B;4399E;2
4312B;4520A;1
4312B;4673A;1
4312B;7732Z;1
4312B;8130Z;1
4313Z;0610Z;1
4313Z;4221Z;2
4313Z;4311Z;1
4313Z;4673B;1
4313Z;6820B;1
4321A;1392Z;1
4321A;1629Z;1
4321A;2229A;1
4321A;2593Z;1
4321A;2712Z;4
4321A;2740Z;1
4321A;2790Z;3
4321A;2899B;1
4321A;3299Z;1
4321A;3313Z;1
4321A;3314Z;3
4321A;3320A;2
4321A;3320B;2
4321A;3320D;7
4321A;3511Z;2
4321A;3514Z;1
4321A;4120A;10
4321A;4120B;2
4321A;4222Z;9
4321A;4311Z;1
4321A;4312A;1
4321A;4321A;28
4321A;4321B;6
4321A;4322A;11
4321A;4322B;26
4321A;4329A;1
4321A;4329B;3
4321A;4331Z;1
4321A;4332A;8
4321A;4332B;2
4321A;4332C;1
4321A;4333Z;1
4321A;4334Z;2
4321A;4339Z;1
4321A;4391A;1
4321A;4391B;2
4321A;4399C;8
4321A;4399D;1
4321A;4511Z;2
4321A;4520A;3
4321A;4647Z;2
4321A;4652Z;1
4321A;4669A;1
4321A;4669B;2
4321A;4690Z;1
4321A;4721Z;1
4321A;4743Z;1
4321A;4754Z;2
4321A;4778C;1
4321A;4791B;1
4321A;5510Z;1
4321A;5610A;1
4321A;5610C;1
4321A;6110Z;6
4321A;6120Z;1
4321A;6190Z;9
4321A;6202A;3
4321A;6203Z;1
4321A;6209Z;2
4321A;6312Z;1
4321A;6420Z;2
4321A;6630Z;1
4321A;6810Z;1
4321A;6820A;1
4321A;6820B;5
4321A;6831Z;1
4321A;7010Z;1
4321A;7022Z;2
4321A;7112B;10
4321A;7120B;2
4321A;7490A;1
4321A;7490B;2
4321A;7729Z;2
4321A;8010Z;3
4321A;8020Z;16
4321A;8121Z;2
4321A;8122Z;1
4321A;8230Z;1
4321A;9001Z;2
4321A;9002Z;1
4321A;9521Z;2
4321B;4222Z;1
4321B;4312B;1
4321B;4321A;3
4321B;4321B;1
4322A;2511Z;1
4322A;3250A;1
4322A;3312Z;2
4322A;3314Z;1
4322A;3320A;1
4322A;3320B;2
4322A;3600Z;1
4322A;3700Z;2
4322A;4120A;3
4322A;4120B;2
4322A;4221Z;1
4322A;4321A;6
4322A;4322A;10
4322A;4322B;54
4322A;4331Z;1
4322A;4332A;3
4322A;4332B;2
4322A;4333Z;2
4322A;4334Z;5
4322A;4339Z;1
4322A;4391B;7
4322A;4399A;1
4322A;4399C;6
4322A;4399D;1
4322A;4511Z;1
4322A;4673B;1
4322A;4752A;2
4322A;4771Z;1
4322A;4791B;1
4322A;4799A;1
4322A;5510Z;1
4322A;5911B;1
4322A;6420Z;1
4322A;6630Z;2
4322A;6810Z;2
4322A;6820B;1
4322A;7010Z;2
4322A;7112B;7
4322A;7120B;1
4322A;8122Z;1
4322A;8211Z;2
4322A;8219Z;1
4322B;2550B;1
4322B;2752Z;1
4322B;2825Z;1
4322B;3012Z;1
4322B;3312Z;7
4322B;3319Z;1
4322B;3320B;9
4322B;3320C;1
4322B;3320D;1
4322B;3511Z;1
4322B;3530Z;4
4322B;4120A;1
4322B;4312A;1
4322B;4321A;18
4322B;4322A;25
4322B;4322B;15
4322B;4329A;4
4322B;4329B;1
4322B;4331Z;3
4322B;4332A;3
4322B;4332B;2
4322B;4333Z;1
4322B;4339Z;1
4322B;4391B;3
4322B;4399A;1
4322B;4399B;1
4322B;4399C;2
4322B;4399D;2
4322B;4520A;2
4322B;4520B;1
4322B;4532Z;1
4322B;4619B;1
4322B;4643Z;1
4322B;4646Z;1
4322B;4661Z;1
4322B;4669B;1
4322B;4669C;2
4322B;4674B;8
4322B;4752A;1
4322B;4778B;1
4322B;6202A;1
4322B;6420Z;1
4322B;6630Z;2
4322B;6810Z;1
4322B;6820B;3
4322B;6831Z;1
4322B;7010Z;1
4322B;7022Z;1
4322B;7112B;5
4322B;7711A;1
4322B;7911Z;1
4322B;8122Z;2
4322B;8299Z;1
4322B;8559A;1
4322B;9601B;1
4329A;1610B;1
4329A;2550B;1
4329A;2825Z;1
4329A;3900Z;1
4329A;4120A;3
4329A;4120B;1
4329A;4321A;2
4329A;4322B;2
4329A;4329A;7
4329A;4331Z;6
4329A;4332A;3
4329A;4332B;1
4329A;4333Z;2
4329A;4334Z;1
4329A;4391B;1
4329A;4399A;1
4329A;4399B;1
4329A;4399C;2
4329A;4619B;1
4329A;4673A;1
4329A;6630Z;1
4329A;6810Z;1
4329A;6820B;1
4329A;7010Z;1
4329B;1813Z;2
4329B;2599B;1
4329B;3312Z;1
4329B;3320B;1
4329B;3511Z;1
4329B;4120A;1
4329B;4321A;2
4329B;4322A;2
4329B;4322B;2
4329B;4329B;5
4329B;4331Z;1
4329B;4332A;3
4329B;4332B;4
4329B;4399D;1
4329B;4669C;1
4329B;4673A;1
4329B;4690Z;1
4329B;4719B;1
4329B;6820B;2
4329B;7010Z;1
4329B;7112B;1
4329B;7410Z;1
4329B;8020Z;1
4331Z;2910Z;1
4331Z;3315Z;1
4331Z;3511Z;1
4331Z;4110A;1
4331Z;4120A;4
4331Z;4120B;3
4331Z;4321A;1
4331Z;4322B;1
4331Z;4329A;6
4331Z;4331Z;4
4331Z;4332A;8
4331Z;4332B;2
4331Z;4332C;2
4331Z;4333Z;3
4331Z;4334Z;15
4331Z;4391B;1
4331Z;4399C;11
4331Z;4399D;1
4331Z;4661Z;1
4331Z;4673A;2
4331Z;4752A;1
4331Z;5210B;1
4331Z;5520Z;2
4331Z;5610C;1
4331Z;6820B;1
4331Z;7010Z;1
4331Z;7721Z;1
4331Z;8121Z;1
4331Z;8299Z;1
4332A;1392Z;1
4332A;1623Z;10
4332A;2512Z;3
4332A;3012Z;1
4332A;3101Z;2
4332A;3102Z;4
4332A;3109B;6
4332A;3314Z;1
4332A;3511Z;1
4332A;4120A;3
4332A;4120B;1
4332A;4312A;1
4332A;4321A;6
4332A;4322A;2
4332A;4322B;2
4332A;4329B;3
4332A;4331Z;8
4332A;4332A;25
4332A;4332B;22
4332A;4332C;2
4332A;4334Z;6
4332A;4339Z;2
4332A;4391A;19
4332A;4391B;1
4332A;4399B;1
4332A;4399C;7
4332A;4399D;1
4332A;4511Z;2
4332A;4613Z;1
4332A;4619B;3
4332A;4673A;7
4332A;4752A;4
4332A;4752B;1
4332A;4759A;12
4332A;4778C;1
4332A;4932Z;1
4332A;5520Z;1
4332A;5610C;2
4332A;6420Z;1
4332A;6430Z;1
4332A;6630Z;1
4332A;6810Z;4
4332A;6820B;8
4332A;7010Z;2
4332A;7022Z;1
4332A;7111Z;1
4332A;7112B;1
4332A;7120B;1
4332A;7410Z;2
4332A;7490B;1
4332A;7711A;1
4332A;7729Z;1
4332A;8130Z;2
4332A;8219Z;1
4332A;8299Z;2
4332A;8559A;1
4332A;9524Z;1
4332A;9603Z;5
4332B;1623Z;1
4332B;2312Z;1
4332B;2511Z;5
4332B;2512Z;2
4332B;2550A;2
4332B;2550B;1
4332B;2562A;1
4332B;2562B;2
4332B;2572Z;1
4332B;3311Z;1
4332B;3320A;3
4332B;4120A;1
4332B;4120B;1
4332B;4322B;2
4332B;4329A;1
4332B;4329B;4
4332B;4331Z;2
4332B;4332A;14
4332B;4332B;12
4332B;4333Z;3
4332B;4334Z;1
4332B;4339Z;1
4332B;4399B;1
4332B;4399D;2
4332B;4669B;1
4332B;4673A;1
4332B;4752A;3
4332B;4778B;1
4332B;6420Z;2
4332B;6630Z;1
4332B;6810Z;2
4332B;6820B;5
4332B;7010Z;2
4332B;7022Z;1
4332B;7311Z;1
4332B;7490A;2
4332B;8121Z;1
4332B;8551Z;1
4332C;4312A;1
4332C;4322A;1
4332C;4329B;1
4332C;4331Z;1
4332C;4332A;8
4332C;4332B;1
4332C;4332C;3
4332C;4333Z;1
4332C;4334Z;1
4332C;4399B;1
4332C;4690Z;1
4332C;4759A;1
4332C;4941B;1
4332C;5610C;1
4332C;6820B;1
4332C;6920Z;1
4332C;7311Z;1
4332C;7490A;1
4332C;7733Z;1
4332C;8230Z;5
4333Z;1392Z;1
4333Z;1622Z;1
4333Z;1623Z;1
4333Z;3109B;2
4333Z;4120A;4
4333Z;4120B;5
4333Z;4299Z;1
4333Z;4322A;1
4333Z;4322B;1
4333Z;4329A;1
4333Z;4329B;1
4333Z;4331Z;5
4333Z;4332A;1
4333Z;4333Z;5
4333Z;4334Z;9
4333Z;4339Z;2
4333Z;4399A;1
4333Z;4399C;13
4333Z;4399D;1
4333Z;4613Z;1
4333Z;4673A;1
4333Z;4673B;1
4333Z;6810Z;1
4333Z;6820B;1
4333Z;7112B;1
4333Z;8121Z;2
4333Z;8122Z;1
4333Z;8211Z;1
4333Z;9002Z;1
4334Z;1812Z;1
4334Z;2512Z;1
4334Z;2561Z;1
4334Z;3109B;1
4334Z;3315Z;1
4334Z;4120A;6
4334Z;4120B;3
4334Z;4299Z;1
4334Z;4321A;2
4334Z;4322A;1
4334Z;4322B;2
4334Z;4329A;7
4334Z;4331Z;16
4334Z;4332A;5
4334Z;4332B;4
4334Z;4333Z;6
4334Z;4334Z;8
4334Z;4339Z;3
4334Z;4391A;1
4334Z;4391B;2
4334Z;4399A;2
4334Z;4399B;1
4334Z;4399C;17
4334Z;4399D;3
4334Z;4511Z;1
4334Z;4520A;3
4334Z;4669C;1
4334Z;4673A;2
4334Z;4690Z;2
4334Z;4711B;1
4334Z;4752A;1
4334Z;4771Z;1
4334Z;4941A;1
4334Z;5610A;1
4334Z;6420Z;4
4334Z;6820A;1
4334Z;6832A;1
4334Z;7010Z;1
4334Z;7410Z;2
4334Z;8121Z;1
4334Z;8130Z;1
4334Z;8211Z;1
4334Z;8230Z;2
4334Z;8551Z;1
4334Z;9003A;2
4334Z;9511Z;1
4334Z;9524Z;1
4339Z;2550A;1
4339Z;2825Z;1
4339Z;4120A;2
4339Z;4120B;1
4339Z;4321A;1
4339Z;4322A;1
4339Z;4331Z;3
4339Z;4332A;5
4339Z;4332B;1
4339Z;4332C;1
4339Z;4333Z;3
4339Z;4334Z;4
4339Z;4339Z;4
4339Z;4391B;1
4339Z;4399C;11
4339Z;4399D;5
4339Z;4673A;1
4339Z;4752A;1
4339Z;4932Z;1
4339Z;6420Z;1
4339Z;6820B;1
4339Z;7111Z;1
4339Z;7112B;1
4339Z;7410Z;1
4339Z;8121Z;5
4339Z;8130Z;1
4339Z;9329Z;1
4339Z;9529Z;1
4391A;0161Z;1
4391A;1623Z;9
4391A;2511Z;1
4391A;3511Z;1
4391A;4120A;2
4391A;4120B;3
4391A;4321A;1
4391A;4331Z;1
4391A;4332A;9
4391A;4391A;6
4391A;4391B;29
4391A;4399A;2
4391A;4399B;2
4391A;4673A;1
4391A;4939B;1
4391A;5210B;1
4391A;6420Z;1
4391A;6820B;2
4391A;7010Z;1
4391A;7311Z;1
4391A;7732Z;1
4391A;8230Z;1
4391B;3109B;1
4391B;3511Z;1
4391B;4110A;1
4391B;4120A;1
4391B;4321A;2
4391B;4322A;10
4391B;4322B;3
4391B;4329A;3
4391B;4331Z;1
4391B;4332A;1
4391B;4391A;11
4391B;4391B;7
4391B;4399A;18
4391B;4399B;2
4391B;4399C;1
4391B;4399D;1
4391B;4690Z;1
4391B;4778B;1
4391B;5630Z;1
4391B;5911A;1
4391B;5911C;2
4391B;6420Z;1
4391B;6630Z;1
4391B;6820B;2
4391B;7112B;1
4391B;7490A;1
4391B;8122Z;1
4391B;8130Z;1
4399A;4120B;1
4399A;4321A;1
4399A;4322B;1
4399A;4329A;2
4399A;4329B;1
4399A;4332B;1
4399A;4334Z;3
4399A;4391B;7
4399A;4399B;1
4399A;4399C;4
4399A;6312Z;1
4399A;6420Z;1
4399A;6820B;2
4399A;7010Z;1
4399A;7120B;2
4399A;8121Z;1
4399B;2511Z;3
4399B;2562B;1
4399B;3320A;1
4399B;4120B;1
4399B;4332B;1
4399B;4332C;1
4399B;4391B;1
4399B;4399A;3
4399B;4399B;2
4399B;4399C;1
4399B;4399D;1
4399B;4399E;3
4399B;4673A;1
4399B;6420Z;1
4399B;6820B;1
4399B;7490A;1
4399B;7732Z;2
4399B;8230Z;1
4399B;9002Z;1
4399C;2361Z;2
4399C;2370Z;5
4399C;2512Z;1
4399C;2561Z;1
4399C;3312Z;1
4399C;3320A;1
4399C;3320B;1
4399C;3900Z;2
4399C;4110A;4
4399C;4120A;64
4399C;4120B;26
4399C;4211Z;2
4399C;4213A;1
4399C;4299Z;2
4399C;4311Z;2
4399C;4312A;15
4399C;4312B;1
4399C;4321A;7
4399C;4322A;5
4399C;4322B;4
4399C;4329A;9
4399C;4331Z;10
4399C;4332A;7
4399C;4332B;2
4399C;4332C;1
4399C;4333Z;8
4399C;4334Z;10
4399C;4339Z;1
4399C;4391A;2
4399C;4391B;11
4399C;4399A;4
4399C;4399B;1
4399C;4399C;33
4399C;4399D;13
4399C;4399E;1
4399C;4511Z;1
4399C;4634Z;1
4399C;4663Z;1
4399C;4673B;1
4399C;4730Z;1
4399C;4791A;1
4399C;4932Z;1
4399C;4941A;1
4399C;4941B;3
4399C;4941C;1
4399C;5210B;2
4399C;5510Z;1
4399C;5520Z;4
4399C;5610A;2
4399C;6420Z;1
4399C;6630Z;1
4399C;6810Z;3
4399C;6820A;1
4399C;6820B;8
4399C;6831Z;2
4399C;6832A;1
4399C;7010Z;1
4399C;7111Z;1
4399C;7112B;6
4399C;7120B;1
4399C;7410Z;2
4399C;7490A;2
4399C;7490B;1
4399C;7732Z;1
4399C;7739Z;1
4399C;8121Z;3
4399C;8130Z;1
4399C;8211Z;2
4399C;8559A;1
4399C;9529Z;1
4399D;2370Z;3
4399D;3109B;1
4399D;3320B;1
4399D;3900Z;1
4399D;4120A;4
4399D;4120B;1
4399D;4221Z;1
4399D;4291Z;1
4399D;4299Z;1
4399D;4311Z;1
4399D;4312A;5
4399D;4321A;1
4399D;4322A;1
4399D;4322B;1
4399D;4331Z;1
4399D;4333Z;2
4399D;4334Z;3
4399D;4391B;2
4399D;4399A;1
4399D;4399C;12
4399D;4399D;7
4399D;4511Z;1
4399D;4520A;1
4399D;4649Z;2
4399D;4752A;4
4399D;4752B;2
4399D;4799A;1
4399D;4941A;1
4399D;6420Z;2
4399D;6820B;1
4399D;7112B;1
4399D;8122Z;2
4399D;8129B;1
4399D;9603Z;2
4399E;0240Z;1
4399E;4312A;5
4399E;4312B;1
4399E;4399B;1
4399E;4399E;2
4399E;4941B;2
4399E;4941C;1
4399E;5224B;2
4399E;7732Z;6
4399E;7739Z;1
4511Z;2562B;1
4511Z;2830Z;1
4511Z;2920Z;1
4511Z;3316Z;1
4511Z;3831Z;1
4511Z;4110C;1
4511Z;4331Z;2
4511Z;4334Z;1
4511Z;4511Z;32
4511Z;4519Z;20
4511Z;4520A;228
4511Z;4520B;10
4511Z;4531Z;5
4511Z;4532Z;15
4511Z;4540Z;11
4511Z;4614Z;2
4511Z;4619B;1
4511Z;4649Z;1
4511Z;4661Z;2
4511Z;4663Z;1
4511Z;4669B;1
4511Z;4677Z;1
4511Z;4730Z;3
4511Z;4752A;1
4511Z;4764Z;1
4511Z;4771Z;2
4511Z;4779Z;1
4511Z;4932Z;6
4511Z;4941A;6
4511Z;4941B;1
4511Z;4941C;1
4511Z;5221Z;4
4511Z;5229B;1
4511Z;5510Z;1
4511Z;6420Z;2
4511Z;6630Z;3
4511Z;6810Z;3
4511Z;6820B;14
4511Z;7010Z;1
4511Z;7022Z;3
4511Z;7120A;1
4511Z;7311Z;1
4511Z;7410Z;1
4511Z;7711A;22
4511Z;7711B;2
4511Z;7712Z;1
4511Z;7729Z;1
4511Z;7732Z;2
4511Z;7740Z;2
4511Z;8211Z;2
4511Z;8299Z;3
4511Z;8553Z;1
4511Z;8690A;1
4511Z;9102Z;1
4511Z;9319Z;1
4519Z;2910Z;2
4519Z;2920Z;1
4519Z;3312Z;1
4519Z;4511Z;23
4519Z;4519Z;4
4519Z;4520A;1
4519Z;4520B;12
4519Z;4531Z;2
4519Z;4540Z;1
4519Z;4672Z;1
4519Z;4719B;1
4519Z;4764Z;1
4519Z;4779Z;1
4519Z;4932Z;1
4519Z;4941A;1
4519Z;6810Z;2
4519Z;7711A;1
4519Z;7711B;2
4519Z;9311Z;1
4520A;0161Z;1
4520A;2562B;5
4520A;2910Z;1
4520A;2920Z;7
4520A;3109B;1
4520A;3312Z;2
4520A;3314Z;1
4520A;3831Z;1
4520A;4110A;1
4520A;4120A;1
4520A;4312A;1
4520A;4321A;2
4520A;4332C;1
4520A;4511Z;110
4520A;4519Z;3
4520A;4520A;21
4520A;4520B;37
4520A;4531Z;11
4520A;4532Z;31
4520A;4540Z;5
4520A;4663Z;2
4520A;4669B;1
4520A;4677Z;1
4520A;4690Z;1
4520A;4719B;1
4520A;4724Z;1
4520A;4730Z;8
4520A;4752A;1
4520A;4752B;1
4520A;4932Z;2
4520A;4939B;1
4520A;4941A;1
4520A;5210B;1
4520A;5221Z;18
4520A;5510Z;1
4520A;5520Z;2
4520A;5610C;2
4520A;6420Z;2
4520A;6430Z;1
4520A;6630Z;6
4520A;6810Z;7
4520A;6820A;1
4520A;6820B;29
4520A;6831Z;2
4520A;6832B;1
4520A;7010Z;5
4520A;7022Z;1
4520A;7120A;2
4520A;7311Z;1
4520A;7711A;8
4520A;7712Z;1
4520A;7739Z;1
4520A;8121Z;1
4520A;8129B;1
4520A;8130Z;2
4520A;8211Z;1
4520A;8299Z;2
4520A;8551Z;2
4520A;8690A;1
4520A;9319Z;1
4520A;9329Z;1
4520A;9522Z;1
4520A;9529Z;3
4520A;9601B;1
4520B;2830Z;1
4520B;2920Z;2
4520B;4322B;1
4520B;4511Z;4
4520B;4519Z;5
4520B;4520A;22
4520B;4520B;5
4520B;4531Z;3
4520B;4532Z;1
4520B;4941A;1
4520B;4941B;1
4520B;5221Z;1
4520B;5224B;1
4520B;6820B;1
4520B;7711A;1
4520B;7711B;1
4520B;7712Z;1
4520B;7732Z;1
4520B;8122Z;1
4520B;9521Z;1
452V;5920Z;1
452V;7490B;1
4531Z;1072Z;1
4531Z;2611Z;1
4531Z;2630Z;1
4531Z;2920Z;3
4531Z;3313Z;1
4531Z;3811Z;1
4531Z;4511Z;3
4531Z;4519Z;2
4531Z;4520A;12
4531Z;4520B;6
4531Z;4531Z;5
4531Z;4532Z;10
4531Z;4540Z;1
4531Z;4619B;1
4531Z;4669B;1
4531Z;4669C;1
4531Z;4674A;1
4531Z;4674B;1
4531Z;4690Z;1
4531Z;4730Z;1
4531Z;4791B;1
4531Z;4932Z;1
4531Z;6820B;1
4531Z;7010Z;2
4531Z;7112B;1
4531Z;7120B;1
4532Z;1071C;1
4532Z;2920Z;2
4532Z;3312Z;1
4532Z;3511Z;1
4532Z;3811Z;1
4532Z;3832Z;2
4532Z;4511Z;16
4532Z;4519Z;1
4532Z;4520A;37
4532Z;4520B;3
4532Z;4531Z;29
4532Z;4532Z;9
4532Z;4540Z;2
4532Z;4619B;1
4532Z;4669B;1
4532Z;4677Z;1
4532Z;4730Z;1
4532Z;5221Z;1
4532Z;5610A;1
4532Z;5610C;1
4532Z;6202A;1
4532Z;6420Z;1
4532Z;6619B;1
4532Z;6810Z;1
4532Z;6820B;1
4532Z;7711A;1
453E;1071C;1
4540Z;2651B;1
4540Z;3312Z;1
4540Z;4332B;2
4540Z;4511Z;6
4540Z;4520A;3
4540Z;4531Z;1
4540Z;4540Z;5
4540Z;4649Z;1
4540Z;4752A;3
4540Z;4752B;1
4540Z;4764Z;13
4540Z;4791A;1
4540Z;4791B;2
4540Z;6630Z;1
4540Z;6810Z;2
4540Z;6820B;1
4540Z;6832A;1
4540Z;7010Z;1
4540Z;7711A;1
4540Z;7721Z;1
4540Z;7740Z;1
4540Z;8559A;1
454H;454H;1
454M;5911B;1
4611Z;4611Z;2
4611Z;4617B;1
4611Z;4619A;1
4611Z;4621Z;2
4611Z;4623Z;1
4611Z;4631Z;1
4611Z;6619B;1
4611Z;7311Z;1
4611Z;8230Z;1
4612A;2920Z;1
4612A;4671Z;1
4612B;3811Z;1
4612B;4619A;1
4612B;4619B;1
4612B;4671Z;1
4613Z;0812Z;1
4613Z;2363Z;1
4613Z;2370Z;1
4613Z;4120B;1
4613Z;4329B;1
4613Z;4332A;2
4613Z;4334Z;1
4613Z;4511Z;1
4613Z;4613Z;2
4613Z;4615Z;1
4613Z;4619B;1
4613Z;4634Z;1
4613Z;4669A;2
4613Z;4673A;2
4613Z;4673B;3
4613Z;4690Z;1
4613Z;6630Z;1
4613Z;6810Z;1
4613Z;7022Z;2
4613Z;7712Z;1
4613Z;8299Z;3
4613Z;9609Z;1
4614Z;2651B;1
4614Z;3316Z;1
4614Z;3320B;1
4614Z;3320D;1
4614Z;4322B;1
4614Z;4511Z;1
4614Z;4614Z;5
4614Z;4618Z;1
4614Z;4619B;2
4614Z;4642Z;1
4614Z;4649Z;1
4614Z;4662Z;1
4614Z;4665Z;1
4614Z;4666Z;1
4614Z;4669A;1
4614Z;4669B;2
4614Z;4669C;2
4614Z;6831Z;1
4614Z;7010Z;1
4614Z;7022Z;2
4614Z;7735Z;1
4614Z;7739Z;1
4614Z;8211Z;1
4615Z;3811Z;1
4615Z;4613Z;1
4615Z;4643Z;1
4615Z;4665Z;1
4615Z;4669C;1
4615Z;4673A;1
4615Z;4759A;2
4615Z;4759B;1
4615Z;4775Z;1
4615Z;4779Z;1
4615Z;7410Z;1
4616Z;4616Z;1
4616Z;4618Z;1
4616Z;4619B;1
4616Z;4641Z;2
4616Z;4642Z;2
4616Z;4649Z;1
4616Z;4751Z;1
4616Z;4771Z;3
4616Z;4791B;1
4616Z;5610A;1
4616Z;6810Z;1
4616Z;6820B;1
4616Z;7022Z;1
4616Z;8230Z;1
4617A;4617A;1
4617A;4711A;1
4617A;4719B;1
4617B;1013A;1
4617B;1101Z;1
4617B;4511Z;1
4617B;4611Z;4
4617B;4617B;8
4617B;4619B;2
4617B;4621Z;1
4617B;4631Z;1
4617B;4633Z;1
4617B;4634Z;9
4617B;4636Z;2
4617B;4638B;1
4617B;4676Z;1
4617B;4690Z;1
4617B;4711B;1
4617B;4725Z;1
4617B;4791B;1
4617B;5610A;1
4617B;5610C;1
4617B;5630Z;1
4617B;6820B;2
4617B;7022Z;3
4617B;8299Z;1
4618Z;1051C;1
4618Z;1623Z;1
4618Z;1812Z;2
4618Z;2562B;1
4618Z;2599B;1
4618Z;3213Z;1
4618Z;3312Z;1
4618Z;3511Z;1
4618Z;4120B;1
4618Z;4322B;1
4618Z;4332A;1
4618Z;4332B;1
4618Z;4339Z;1
4618Z;4540Z;1
4618Z;4611Z;1
4618Z;4613Z;8
4618Z;4614Z;8
4618Z;4615Z;1
4618Z;4616Z;2
4618Z;4617B;4
4618Z;4618Z;10
4618Z;4619B;7
4618Z;4622Z;1
4618Z;4633Z;1
4618Z;4638A;1
4618Z;4638B;4
4618Z;4642Z;1
4618Z;4644Z;1
4618Z;4645Z;1
4618Z;4646Z;5
4618Z;4649Z;1
4618Z;4652Z;2
4618Z;4661Z;1
4618Z;4662Z;1
4618Z;4669B;4
4618Z;4673A;1
4618Z;4675Z;3
4618Z;4676Z;1
4618Z;4690Z;2
4618Z;4729Z;2
4618Z;4752A;1
4618Z;4752B;1
4618Z;4775Z;1
4618Z;4776Z;1
4618Z;4778C;1
4618Z;4791B;2
4618Z;5829A;1
4618Z;6010Z;1
4618Z;6110Z;1
4618Z;6203Z;1
4618Z;6209Z;1
4618Z;6630Z;1
4618Z;6810Z;1
4618Z;6820A;1
4618Z;6820B;2
4618Z;6831Z;1
4618Z;7010Z;3
4618Z;7022Z;2
4618Z;7120B;1
4618Z;7410Z;1
4618Z;7721Z;1
4618Z;7734Z;1
4618Z;8020Z;1
4618Z;8219Z;2
4618Z;8230Z;2
4618Z;8292Z;1
4618Z;8299Z;1
4618Z;9329Z;1
4619A;4520A;1
4619A;4531Z;2
4619A;4540Z;1
4619A;4611Z;1
4619A;4612B;1
4619A;4615Z;1
4619A;4619A;3
4619A;4646Z;1
4619A;4649Z;1
4619A;4673A;2
4619A;4690Z;1
4619A;4778A;1
4619A;6820B;1
4619A;7010Z;1
4619A;7022Z;3
4619A;9329Z;1
4619B;1812Z;1
4619B;2042Z;1
4619B;2229B;1
4619B;2561Z;1
4619B;2562B;1
4619B;3312Z;1
4619B;4120B;1
4619B;4321A;2
4619B;4322B;1
4619B;4329A;1
4619B;4332A;1
4619B;4339Z;1
4619B;4511Z;2
4619B;4531Z;2
4619B;4532Z;1
4619B;4540Z;1
4619B;4611Z;2
4619B;4612B;3
4619B;4613Z;2
4619B;4614Z;4
4619B;4615Z;2
4619B;4616Z;3
4619B;4617B;10
4619B;4618Z;13
4619B;4619A;1
4619B;4619B;26
4619B;4633Z;1
4619B;4634Z;5
4619B;4636Z;1
4619B;4638B;3
4619B;4639B;6
4619B;4641Z;1
4619B;4642Z;1
4619B;4645Z;2
4619B;4647Z;3
4619B;4648Z;1
4619B;4649Z;5
4619B;4651Z;1
4619B;4669B;8
4619B;4669C;3
4619B;4673B;1
4619B;4674B;1
4619B;4676Z;1
4619B;4690Z;12
4619B;4711B;1
4619B;4719B;1
4619B;4730Z;1
4619B;4741Z;1
4619B;4752A;1
4619B;4759A;1
4619B;4771Z;2
4619B;4778B;1
4619B;4778C;1
4619B;4791B;1
4619B;4799B;1
4619B;5010Z;1
4619B;5229B;3
4619B;5510Z;1
4619B;5610C;1
4619B;5829C;1
4619B;5920Z;1
4619B;6201Z;1
4619B;6420Z;3
4619B;6612Z;1
4619B;6619B;3
4619B;6630Z;1
4619B;6820A;1
4619B;6820B;1
4619B;6831Z;12
4619B;7010Z;1
4619B;7022Z;8
4619B;7112B;2
4619B;7311Z;1
4619B;7312Z;1
4619B;7490A;1
4619B;7490B;1
4619B;7721Z;1
4619B;7733Z;1
4619B;7830Z;1
4619B;7911Z;1
4619B;8211Z;2
