source;target;count
5819Z;5814Z;1
5819Z;5819Z;2
5819Z;6311Z;1
5819Z;6312Z;1
5819Z;6820B;1
5819Z;7022Z;2
5819Z;7311Z;1
5819Z;7410Z;1
5819Z;7420Z;1
5819Z;9003A;1
5819Z;9319Z;1
5819Z;9609Z;1
5821Z;5829A;1
5821Z;5829C;1
5821Z;6201Z;1
5821Z;6202A;1
5821Z;9329Z;1
5829A;4651Z;1
5829A;5821Z;1
5829A;5829A;4
5829A;5829B;3
5829A;5829C;12
5829A;6202A;4
5829A;6311Z;4
5829B;5829A;5
5829B;5829B;1
5829B;5829C;5
5829B;6201Z;4
5829B;6202A;2
5829B;7022Z;1
5829B;8559A;1
5829C;2620Z;1
5829C;3299Z;1
5829C;4321A;1
5829C;4791A;1
5829C;5811Z;2
5829C;5829A;19
5829C;5829B;5
5829C;5829C;5
5829C;6201Z;12
5829C;6202A;13
5829C;6202B;7
5829C;6203Z;1
5829C;6311Z;10
5829C;6391Z;1
5829C;6619B;1
5829C;6630Z;2
5829C;6820B;4
5829C;7010Z;1
5829C;7022Z;3
5829C;7112B;2
5829C;7430Z;1
5829C;7490B;1
5829C;7733Z;1
5829C;8220Z;1
5829C;8230Z;1
5829C;8299Z;2
5829C;8559A;1
5829C;9001Z;1
5829C;9609Z;1
5911A;4619B;1
5911A;5811Z;1
5911A;5911A;3
5911A;5911B;14
5911A;5911C;10
5911A;5912Z;6
5911A;5913B;2
5911A;5920Z;1
5911A;6020B;2
5911A;6201Z;2
5911A;6209Z;1
5911A;6391Z;1
5911A;7022Z;3
5911A;7311Z;1
5911A;9001Z;1
5911B;5819Z;1
5911B;5911A;10
5911B;5911B;7
5911B;5911C;7
5911B;5912Z;6
5911B;5913A;1
5911B;5913B;1
5911B;5920Z;1
5911B;6201Z;2
5911B;6499Z;1
5911B;7010Z;1
5911B;7021Z;1
5911B;7112B;1
5911B;7311Z;3
5911B;7420Z;2
5911B;7739Z;1
5911B;8219Z;1
5911B;8230Z;1
5911B;8551Z;1
5911B;8559A;1
5911B;9001Z;1
5911B;9329Z;1
5911C;5911A;7
5911C;5911B;5
5911C;5911C;5
5911C;5912Z;5
5911C;5913A;2
5911C;5920Z;1
5911C;6202A;1
5911C;7022Z;2
5911C;7112B;1
5911C;7739Z;2
5911C;9001Z;1
5911C;9002Z;1
5911C;9609Z;1
5912Z;1083Z;1
5912Z;1813Z;1
5912Z;4321A;1
5912Z;4329B;1
5912Z;5911A;4
5912Z;5911B;4
5912Z;5911C;4
5912Z;5912Z;4
5912Z;6010Z;1
5912Z;6190Z;1
5912Z;6820B;1
5912Z;7420Z;1
5912Z;7729Z;1
5912Z;9001Z;1
5912Z;9002Z;1
5913A;5911B;1
5913A;5912Z;2
5913A;5913A;1
5913A;5914Z;1
5913B;5610C;1
5913B;5913A;1
5913B;5913B;2
5913B;9002Z;1
5914Z;5914Z;1
5914Z;6820A;1
5914Z;7010Z;2
5920Z;1820Z;1
5920Z;2640Z;1
5920Z;4763Z;1
5920Z;4777Z;1
5920Z;5911B;2
5920Z;5912Z;4
5920Z;5920Z;5
5920Z;6201Z;1
5920Z;6630Z;1
5920Z;7311Z;2
5920Z;7740Z;1
5920Z;8230Z;1
5920Z;8552Z;1
5920Z;9001Z;7
5920Z;9002Z;3
5920Z;9329Z;1
6010Z;3299Z;1
6010Z;5911A;1
6010Z;5911B;1
6010Z;5912Z;2
6010Z;5920Z;1
6010Z;6201Z;1
6010Z;7010Z;1
6010Z;7312Z;2
6020A;6020B;1
6020B;5911A;2
6020B;5913A;1
602M;4669B;1
6110Z;4222Z;3
6110Z;4321A;4
6110Z;4742Z;1
6110Z;5610C;1
6110Z;6110Z;3
6110Z;6120Z;1
6110Z;6190Z;3
6110Z;7112B;1
6120Z;4652Z;1
6120Z;4742Z;1
6120Z;4778C;1
6120Z;6110Z;4
6120Z;6120Z;1
6120Z;6190Z;4
6120Z;7112B;1
6130Z;6110Z;1
6130Z;6120Z;1
6130Z;6202A;1
6130Z;7010Z;1
6190Z;4222Z;3
6190Z;4321A;9
6190Z;4652Z;2
6190Z;4726Z;1
6190Z;4742Z;10
6190Z;5610A;1
6190Z;5630Z;1
6190Z;5829C;1
6190Z;6110Z;14
6190Z;6120Z;8
6190Z;6190Z;9
6190Z;6201Z;1
6190Z;6202A;2
6190Z;6202B;2
6190Z;6311Z;2
6190Z;7010Z;1
6190Z;7021Z;1
6190Z;7112B;1
6190Z;7311Z;1
6190Z;7410Z;1
6190Z;7739Z;1
6190Z;8219Z;1
6190Z;9003B;1
6190Z;9609Z;1
6201Z;2611Z;2
6201Z;2620Z;2
6201Z;2899B;1
6201Z;3320C;1
6201Z;4321A;2
6201Z;4322B;1
6201Z;4511Z;1
6201Z;4617B;1
6201Z;4619B;1
6201Z;4631Z;1
6201Z;4645Z;1
6201Z;4651Z;6
6201Z;4652Z;3
6201Z;4669A;1
6201Z;4725Z;1
6201Z;4751Z;1
6201Z;4778C;1
6201Z;4791A;4
6201Z;4791B;1
6201Z;5520Z;1
6201Z;5811Z;3
6201Z;5813Z;1
6201Z;5821Z;1
6201Z;5829A;14
6201Z;5829B;2
6201Z;5829C;30
6201Z;5911A;2
6201Z;5911B;3
6201Z;5920Z;1
6201Z;6010Z;1
6201Z;6110Z;1
6201Z;6190Z;1
6201Z;6201Z;34
6201Z;6202A;78
6201Z;6202B;9
6201Z;6203Z;3
6201Z;6311Z;14
6201Z;6312Z;16
6201Z;6420Z;1
6201Z;6619B;2
6201Z;6630Z;1
6201Z;6831Z;1
6201Z;7010Z;4
6201Z;7021Z;3
6201Z;7022Z;14
6201Z;7112A;1
6201Z;7112B;3
6201Z;7311Z;12
6201Z;7320Z;1
6201Z;7410Z;3
6201Z;7420Z;3
6201Z;7430Z;1
6201Z;7490A;1
6201Z;7490B;2
6201Z;7721Z;1
6201Z;7830Z;3
6201Z;7911Z;1
6201Z;7990Z;1
6201Z;8020Z;1
6201Z;8219Z;1
6201Z;8220Z;1
6201Z;8230Z;1
6201Z;8299Z;2
6201Z;8532Z;1
6201Z;8551Z;1
6201Z;8559A;6
6201Z;8559B;2
6201Z;8810A;1
6201Z;9200Z;1
6201Z;9319Z;4
6201Z;9329Z;1
6202A;0125Z;1
6202A;2612Z;1
6202A;2712Z;1
6202A;2790Z;1
6202A;3320D;1
6202A;4321A;4
6202A;4322B;1
6202A;4332A;1
6202A;4520A;1
6202A;4645Z;1
6202A;4646Z;2
6202A;4651Z;11
6202A;4652Z;1
6202A;4741Z;5
6202A;4752A;1
6202A;4754Z;1
6202A;4761Z;1
6202A;4791A;1
6202A;4791B;2
6202A;5520Z;1
6202A;5819Z;1
6202A;5829A;11
6202A;5829B;3
6202A;5829C;25
6202A;5911B;1
6202A;6110Z;3
6202A;6190Z;1
6202A;6201Z;45
6202A;6202A;31
6202A;6202B;14
6202A;6203Z;24
6202A;6209Z;4
6202A;6311Z;16
6202A;6312Z;1
6202A;6420Z;2
6202A;6619B;2
6202A;6630Z;5
6202A;6810Z;1
6202A;6820B;6
6202A;7010Z;7
6202A;7021Z;5
6202A;7022Z;44
6202A;7112B;9
6202A;7219Z;1
6202A;7311Z;4
6202A;7410Z;1
6202A;7490A;1
6202A;7490B;3
6202A;7739Z;1
6202A;7830Z;1
6202A;8219Z;1
6202A;8220Z;1
6202A;8230Z;2
6202A;8299Z;9
6202A;8559A;4
6202A;8559B;5
6202A;8891A;1
6202A;9001Z;1
6202A;9312Z;1
6202A;9329Z;2
6202A;9511Z;1
6202A;9609Z;3
6202B;4651Z;1
6202B;4741Z;1
6202B;5829A;3
6202B;5829B;1
6202B;5829C;1
6202B;5911B;1
6202B;6201Z;4
6202B;6202A;7
6202B;6202B;1
6202B;6203Z;2
6202B;7022Z;1
6202B;7830Z;2
6202B;8299Z;1
6202B;9511Z;4
6203Z;3313Z;1
6203Z;4321A;2
6203Z;4651Z;1
6203Z;4941A;1
6203Z;5829C;2
6203Z;6201Z;3
6203Z;6202A;10
6203Z;6202B;3
6203Z;6203Z;2
6203Z;6311Z;5
6203Z;7010Z;1
6203Z;7311Z;1
6203Z;8130Z;1
6203Z;8299Z;3
6203Z;9319Z;1
6209Z;1812Z;1
6209Z;3319Z;1
6209Z;4321A;1
6209Z;4651Z;1
6209Z;4652Z;1
6209Z;4669B;1
6209Z;4741Z;2
6209Z;4799A;1
6209Z;5829A;2
6209Z;5829C;3
6209Z;6201Z;13
6209Z;6202A;23
6209Z;6202B;1
6209Z;6203Z;4
6209Z;6209Z;2
6209Z;6311Z;3
6209Z;6312Z;3
6209Z;7010Z;1
6209Z;7022Z;1
6209Z;7830Z;2
6209Z;8220Z;2
6209Z;8299Z;1
6209Z;9319Z;1
6209Z;9511Z;1
6311Z;4645Z;1
6311Z;4690Z;1
6311Z;4791A;1
6311Z;5520Z;3
6311Z;5610C;1
6311Z;5819Z;1
6311Z;5829C;4
6311Z;5920Z;1
6311Z;6110Z;1
6311Z;6190Z;3
6311Z;6201Z;12
6311Z;6202A;18
6311Z;6202B;2
6311Z;6203Z;4
6311Z;6311Z;9
6311Z;6312Z;6
6311Z;6420Z;1
6311Z;6619B;1
6311Z;6630Z;1
6311Z;6920Z;2
6311Z;7010Z;1
6311Z;7021Z;2
6311Z;7022Z;4
6311Z;7311Z;3
6311Z;7312Z;1
6311Z;7320Z;1
6311Z;7830Z;1
6311Z;7990Z;2
6311Z;8211Z;1
6311Z;8220Z;1
6311Z;8299Z;2
6311Z;8810C;1
6311Z;9319Z;1
6311Z;9511Z;1
6312Z;4540Z;1
6312Z;4651Z;1
6312Z;4764Z;1
6312Z;4778C;1
6312Z;5829C;6
6312Z;6201Z;3
6312Z;6202A;3
6312Z;6311Z;1
6312Z;6312Z;13
6312Z;6831Z;1
6312Z;7021Z;3
6312Z;7022Z;2
6312Z;7112B;1
6312Z;7211Z;1
6312Z;7311Z;1
6312Z;7420Z;2
6312Z;7500Z;1
6312Z;7711A;1
6312Z;8230Z;1
6312Z;8559A;1
6312Z;9003B;1
6312Z;9329Z;1
633Z;7911Z;1
6391Z;0162Z;1
6391Z;1392Z;1
6391Z;5813Z;1
6391Z;5911A;1
6391Z;6622Z;1
6391Z;7021Z;1
6391Z;7311Z;2
6391Z;7420Z;1
6391Z;7990Z;1
6399Z;1812Z;1
6399Z;4649Z;1
6399Z;4669C;1
6399Z;4778C;1
6399Z;6202A;1
6399Z;6399Z;2
6399Z;7022Z;1
6399Z;7311Z;2
6399Z;7410Z;2
6399Z;7740Z;1
6419Z;6202A;2
6419Z;6419Z;2
6419Z;6420Z;1
6419Z;6492Z;4
6419Z;6619B;16
6419Z;6622Z;2
6419Z;6630Z;2
6419Z;6831Z;3
6419Z;7022Z;1
6420Z;0111Z;1
6420Z;0220Z;1
6420Z;0812Z;1
6420Z;1013B;1
6420Z;1071C;4
6420Z;1071D;1
6420Z;1082Z;1
6420Z;1399Z;1
6420Z;1610B;1
6420Z;1623Z;1
6420Z;1629Z;1
6420Z;1721A;1
6420Z;1729Z;1
6420Z;1812Z;4
6420Z;2015Z;1
6420Z;2229B;1
6420Z;2341Z;1
6420Z;2361Z;1
6420Z;2363Z;1
6420Z;2370Z;2
6420Z;2562B;5
6420Z;2573A;1
6420Z;2594Z;1
6420Z;2630Z;1
6420Z;2892Z;1
6420Z;2893Z;1
6420Z;2899B;1
6420Z;2910Z;1
6420Z;2920Z;2
6420Z;3101Z;1
6420Z;3109B;2
6420Z;3250A;4
6420Z;3311Z;1
6420Z;3320B;1
6420Z;3511Z;4
6420Z;3812Z;1
6420Z;3831Z;1
6420Z;3832Z;1
6420Z;4110A;13
6420Z;4110C;3
6420Z;4120A;4
6420Z;4120B;2
6420Z;4213A;1
6420Z;4221Z;1
6420Z;4299Z;3
6420Z;4311Z;1
6420Z;4312A;1
6420Z;4321A;5
6420Z;4322A;4
6420Z;4322B;2
6420Z;4332A;8
6420Z;4332B;5
6420Z;4334Z;3
6420Z;4391A;1
6420Z;4391B;1
6420Z;4399A;1
6420Z;4399C;5
6420Z;4399D;1
6420Z;4511Z;9
6420Z;4520A;14
6420Z;4531Z;2
6420Z;4532Z;1
6420Z;4611Z;1
6420Z;4613Z;1
6420Z;4614Z;1
6420Z;4615Z;1
6420Z;4617A;1
6420Z;4617B;1
6420Z;4618Z;2
6420Z;4619A;1
6420Z;4619B;2
6420Z;4621Z;1
6420Z;4623Z;1
6420Z;4631Z;2
6420Z;4634Z;8
6420Z;4638B;4
6420Z;4639A;1
6420Z;4639B;4
6420Z;4641Z;1
6420Z;4643Z;2
6420Z;4646Z;3
6420Z;4647Z;1
6420Z;4649Z;5
6420Z;4651Z;1
6420Z;4652Z;1
6420Z;4666Z;1
6420Z;4669A;3
6420Z;4669B;4
6420Z;4669C;3
6420Z;4673A;7
6420Z;4673B;3
6420Z;4674B;1
6420Z;4676Z;1
6420Z;4690Z;9
6420Z;4711B;2
6420Z;4711C;1
6420Z;4711D;9
6420Z;4711F;2
6420Z;4719B;1
6420Z;4722Z;1
6420Z;4729Z;2
6420Z;4751Z;2
6420Z;4752A;1
6420Z;4752B;2
6420Z;4759A;2
6420Z;4759B;1
6420Z;4762Z;1
6420Z;4764Z;3
6420Z;4771Z;6
6420Z;4772B;1
6420Z;4774Z;1
6420Z;4776Z;1
6420Z;4777Z;1
6420Z;4778A;4
6420Z;4778C;3
6420Z;4779Z;2
6420Z;4781Z;1
6420Z;4789Z;1
6420Z;4791A;2
6420Z;4791B;1
6420Z;4799A;1
6420Z;4799B;1
6420Z;4932Z;3
6420Z;4939C;1
6420Z;4941A;5
6420Z;4941B;2
6420Z;5030Z;1
6420Z;5223Z;1
6420Z;5229B;2
6420Z;5510Z;16
6420Z;5520Z;11
6420Z;5530Z;6
6420Z;5610A;15
6420Z;5610C;9
6420Z;5621Z;2
6420Z;5629A;1
6420Z;5630Z;6
6420Z;5811Z;1
6420Z;5813Z;1
6420Z;5814Z;1
6420Z;5829A;1
6420Z;5829C;2
6420Z;5911A;1
6420Z;5911B;1
6420Z;6110Z;1
6420Z;6201Z;7
6420Z;6202A;5
6420Z;6203Z;1
6420Z;6209Z;1
6420Z;6420Z;128
6420Z;6430Z;15
6420Z;6619B;3
6420Z;6621Z;1
6420Z;6622Z;7
6420Z;6630Z;228
6420Z;6810Z;45
6420Z;6820A;13
6420Z;6820B;96
6420Z;6831Z;13
6420Z;6832A;6
6420Z;6832B;2
6420Z;6910Z;2
6420Z;6920Z;22
6420Z;7010Z;291
6420Z;7021Z;5
6420Z;7022Z;102
6420Z;7111Z;3
6420Z;7112A;1
6420Z;7112B;18
6420Z;7120A;1
6420Z;7120B;3
6420Z;7211Z;2
6420Z;7219Z;1
6420Z;7220Z;1
6420Z;7311Z;3
6420Z;7312Z;1
6420Z;7320Z;1
6420Z;7410Z;4
6420Z;7490A;3
6420Z;7490B;8
6420Z;7711A;2
6420Z;7721Z;2
6420Z;7735Z;1
6420Z;7739Z;5
6420Z;7740Z;6
6420Z;7820Z;1
6420Z;7830Z;2
6420Z;7911Z;1
6420Z;7912Z;1
6420Z;7990Z;1
6420Z;8010Z;1
6420Z;8121Z;8
6420Z;8129A;1
6420Z;8130Z;2
6420Z;8211Z;104
6420Z;8219Z;1
6420Z;8230Z;3
6420Z;8291Z;1
6420Z;8299Z;22
6420Z;8551Z;1
6420Z;8559A;5
6420Z;8559B;2
6420Z;8690F;1
6420Z;8710A;2
6420Z;8899B;2
6420Z;9200Z;1
6420Z;9311Z;2
6420Z;9313Z;1
6420Z;9319Z;3
6420Z;9321Z;1
6420Z;9329Z;3
6420Z;9601B;4
6420Z;9602A;8
6420Z;9603Z;1
6420Z;9609Z;1
642C;7022Z;1
642C;8559A;1
6430Z;1414Z;1
6430Z;2511Z;1
6430Z;3212Z;1
6430Z;3312Z;2
6430Z;3320D;1
6430Z;3511Z;1
6430Z;3600Z;1
6430Z;3900Z;1
6430Z;4120A;2
6430Z;4312A;1
6430Z;4332A;1
6430Z;4332B;1
6430Z;4333Z;1
6430Z;4399C;2
6430Z;4511Z;1
6430Z;4520A;2
6430Z;4669C;1
6430Z;4673A;1
6430Z;4673B;1
6430Z;4741Z;1
6430Z;4759A;1
6430Z;4764Z;1
6430Z;4771Z;1
6430Z;4776Z;1
6430Z;4777Z;1
6430Z;4778A;2
6430Z;4778C;1
6430Z;4782Z;1
6430Z;4791B;1
6430Z;5223Z;1
6430Z;5510Z;2
6430Z;5610A;2
6430Z;5630Z;1
6430Z;6201Z;2
6430Z;6202A;1
6430Z;6420Z;45
6430Z;6430Z;10
6430Z;6619B;3
6430Z;6622Z;1
6430Z;6630Z;27
6430Z;6810Z;7
6430Z;6820A;1
6430Z;6820B;3
6430Z;6831Z;1
6430Z;6910Z;1
6430Z;6920Z;2
6430Z;7010Z;33
6430Z;7022Z;15
6430Z;7112B;3
6430Z;7120A;1
6430Z;7120B;1
6430Z;7311Z;2
6430Z;7410Z;1
6430Z;7420Z;1
6430Z;7490A;1
6430Z;7490B;1
6430Z;7721Z;1
6430Z;7810Z;1
6430Z;7820Z;1
6430Z;8211Z;10
6430Z;8690A;1
6430Z;9329Z;1
6430Z;9602A;1
6445;4777Z;1
6491Z;6491Z;1
6491Z;6810Z;1
6491Z;6820B;1
6492Z;4762Z;1
6492Z;6419Z;1
6492Z;6492Z;2
6492Z;6619B;28
6492Z;6622Z;2
6492Z;6810Z;1
6492Z;7022Z;2
6492Z;7733Z;1
6499Z;3312Z;1
6499Z;5610C;1
6499Z;6202A;1
6499Z;6492Z;1
6499Z;6499Z;3
6499Z;6619B;3
6499Z;6630Z;2
6499Z;6820B;3
6499Z;6831Z;2
6499Z;7010Z;3
6499Z;7022Z;1
6499Z;8559A;1
6511Z;6622Z;1
6512Z;6420Z;1
6512Z;6619B;1
6512Z;6622Z;1
6512Z;6629Z;1
6512Z;7022Z;1
651C;4652Z;1
651C;5814Z;1
652E;4778C;1
652E;4932Z;1
652E;5229B;1
652E;6910Z;1
652E;7022Z;2
652F;7111Z;1
6530Z;7010Z;1
660A;8559A;1
6611Z;7112B;1
6612Z;4511Z;1
6612Z;4634Z;1
6612Z;5610A;1
6612Z;6612Z;1
6612Z;6619B;7
6612Z;6630Z;1
6612Z;7022Z;1
6612Z;7311Z;1
6619A;0149Z;1
6619A;3511Z;1
6619A;5520Z;1
6619A;6619A;1
6619A;6619B;1
6619A;6630Z;2
6619A;6810Z;1
6619A;6820A;3
6619A;6820B;3
6619A;6910Z;1
6619A;7022Z;4
6619A;8130Z;1
6619B;4120B;1
6619B;4619B;1
6619B;4690Z;1
6619B;4771Z;1
6619B;5510Z;2
6619B;5520Z;1
6619B;5911A;1
6619B;6202A;1
6619B;6419Z;2
6619B;6420Z;2
6619B;6492Z;2
6619B;6499Z;1
6619B;6612Z;1
6619B;6619A;2
6619B;6619B;14
6619B;6622Z;21
6619B;6630Z;1
6619B;6810Z;2
6619B;6820B;1
6619B;6831Z;12
6619B;6920Z;1
6619B;7010Z;7
6619B;7022Z;23
6619B;7112B;1
6619B;7420Z;1
6619B;7712Z;1
6619B;8559A;2
6619B;9609Z;1
6621Z;6420Z;1
6621Z;6612Z;1
6621Z;6621Z;2
6621Z;6630Z;2
6621Z;7010Z;1
6622Z;4619B;1
6622Z;4941B;1
6622Z;5520Z;1
6622Z;5813Z;1
6622Z;6420Z;2
6622Z;6499Z;2
6622Z;6512Z;1
6622Z;6619B;18
6622Z;6621Z;10
6622Z;6622Z;8
6622Z;6629Z;2
6622Z;6630Z;2
6622Z;6810Z;1
6622Z;6820B;11
6622Z;6831Z;8
6622Z;6910Z;1
6622Z;7010Z;4
6622Z;7022Z;15
6622Z;7490B;2
6622Z;7740Z;1
6622Z;8211Z;2
6622Z;8220Z;1
6622Z;8299Z;1
6629Z;6419Z;1
6629Z;6619B;1
6629Z;6622Z;4
6629Z;6629Z;1
6629Z;7022Z;2
6630Z;0811Z;1
6630Z;1013B;1
6630Z;2219Z;1
6630Z;2562B;1
6630Z;2899B;1
6630Z;4110A;1
6630Z;4120A;1
6630Z;4321A;1
6630Z;4332A;1
6630Z;4520A;1
6630Z;4632C;1
6630Z;4662Z;1
6630Z;4673A;1
6630Z;4711B;1
6630Z;4764Z;1
6630Z;4777Z;1
6630Z;4778C;1
6630Z;4932Z;1
6630Z;4939A;1
6630Z;4941B;1
6630Z;5510Z;1
6630Z;5520Z;1
6630Z;5530Z;1
6630Z;5610A;3
6630Z;6202A;1
6630Z;6311Z;1
6630Z;6420Z;16
6630Z;6430Z;3
6630Z;6619B;4
6630Z;6622Z;4
6630Z;6630Z;32
6630Z;6810Z;1
6630Z;6820B;7
6630Z;6831Z;3
6630Z;6832B;1
6630Z;6920Z;1
6630Z;7010Z;32
6630Z;7022Z;12
6630Z;7112B;2
6630Z;7490B;2
6630Z;7739Z;1
6630Z;8211Z;2
6630Z;8291Z;1
6630Z;8299Z;3
6630Z;8559A;1
6630Z;9003B;1
6630Z;9602A;1
671A;6820A;1
671C;5911C;1
671E;1419Z;1
672Z;6621Z;1
672Z;7022Z;1
6810Z;2511Z;2
6810Z;2561Z;1
6810Z;3511Z;2
6810Z;4110A;68
6810Z;4110B;1
6810Z;4110C;26
6810Z;4110D;3
6810Z;4120A;6
6810Z;4120B;3
6810Z;4299Z;10
6810Z;4321A;1
6810Z;4322A;2
6810Z;4329A;2
6810Z;4331Z;2
6810Z;4332A;2
6810Z;4332B;1
6810Z;4332C;1
6810Z;4333Z;1
6810Z;4334Z;1
6810Z;4391B;1
6810Z;4399B;1
6810Z;4399C;6
6810Z;4511Z;4
6810Z;4520A;1
6810Z;4540Z;1
6810Z;4619B;1
6810Z;4647Z;1
6810Z;4649Z;1
6810Z;4652Z;1
6810Z;4669A;1
6810Z;4669C;1
6810Z;4690Z;1
6810Z;4759A;1
6810Z;4759B;1
6810Z;4764Z;1
6810Z;4773Z;1
6810Z;4776Z;1
6810Z;5510Z;2
6810Z;5520Z;11
6810Z;5530Z;1
6810Z;5630Z;1
6810Z;6202A;1
6810Z;6420Z;8
6810Z;6430Z;1
6810Z;6491Z;1
6810Z;6619B;1
6810Z;6622Z;1
6810Z;6810Z;44
6810Z;6820A;28
6810Z;6820B;84
6810Z;6831Z;66
6810Z;6832A;9
6810Z;6832B;2
6810Z;7010Z;15
6810Z;7022Z;2
6810Z;7111Z;4
6810Z;7112B;13
6810Z;7120B;1
6810Z;7410Z;1
6810Z;7490B;1
6810Z;7711A;1
6810Z;7721Z;1
6810Z;8020Z;1
6810Z;8110Z;1
6810Z;8121Z;2
6810Z;8230Z;1
6810Z;8299Z;3
6810Z;8891A;1
6810Z;9312Z;1
6810Z;9321Z;1
6810Z;9609Z;1
6820A;1073Z;1
6820A;4110A;2
6820A;4120A;3
6820A;4332A;1
6820A;4334Z;1
6820A;4511Z;1
6820A;4638B;1
6820A;4771Z;1
6820A;5510Z;37
6820A;5520Z;74
6820A;5530Z;2
6820A;5590Z;1
6820A;5610A;2
6820A;5630Z;1
6820A;6420Z;1
6820A;6430Z;1
6820A;6499Z;1
6820A;6630Z;2
6820A;6810Z;4
6820A;6820A;26
6820A;6820B;50
6820A;6831Z;5
6820A;6832A;3
6820A;6832B;2
6820A;7022Z;1
6820A;7112B;1
6820A;7311Z;1
6820A;7410Z;1
6820A;7732Z;1
6820A;8110Z;1
6820A;8211Z;1
6820A;8559A;1
6820A;9609Z;1
6820B;0121Z;3
6820B;0124Z;1
6820B;0130Z;1
6820B;0143Z;1
6820B;0147Z;1
6820B;0240Z;1
6820B;1011Z;1
6820B;1012Z;1
6820B;1071C;5
6820B;1071D;1
6820B;1083Z;1
6820B;1085Z;1
6820B;1102B;1
6820B;1413Z;1
6820B;1419Z;1
6820B;1439Z;1
6820B;1812Z;1
6820B;2511Z;1
6820B;2899B;1
6820B;3011Z;1
6820B;3299Z;1
6820B;3315Z;1
6820B;4110A;15
6820B;4110B;1
6820B;4110C;8
6820B;4110D;5
6820B;4120A;2
6820B;4120B;1
6820B;4211Z;1
6820B;4299Z;4
6820B;4321A;3
6820B;4322A;1
6820B;4322B;1
6820B;4332A;2
6820B;4332B;1
6820B;4334Z;2
6820B;4391B;1
6820B;4399C;2
6820B;4399D;1
6820B;4511Z;3
6820B;4520A;1
6820B;4532Z;1
6820B;4619B;1
6820B;4631Z;1
6820B;4634Z;3
6820B;4639B;1
6820B;4646Z;1
6820B;4649Z;4
6820B;4661Z;1
6820B;4669C;1
6820B;4673A;1
6820B;4690Z;2
6820B;4711B;6
6820B;4711C;2
6820B;4711D;18
6820B;4711F;3
6820B;4722Z;4
6820B;4725Z;2
6820B;4730Z;3
6820B;4753Z;1
6820B;4759A;2
6820B;4764Z;2
6820B;4771Z;2
6820B;4772A;1
6820B;4776Z;1
6820B;4778A;1
6820B;4778B;1
6820B;4778C;3
6820B;4932Z;4
6820B;4941B;1
6820B;5010Z;1
6820B;5110Z;1
6820B;5210A;1
6820B;5210B;3
6820B;5221Z;2
6820B;5229A;1
6820B;5229B;1
6820B;5510Z;46
6820B;5520Z;55
6820B;5530Z;8
6820B;5610A;65
6820B;5610C;22
6820B;5621Z;5
6820B;5629B;1
6820B;5630Z;23
6820B;5813Z;1
6820B;5819Z;1
6820B;6201Z;1
6820B;6202A;1
6820B;6311Z;1
6820B;6420Z;23
6820B;6430Z;5
6820B;6491Z;1
6820B;6619A;2
6820B;6622Z;1
6820B;6630Z;9
6820B;6810Z;31
6820B;6820A;56
6820B;6820B;92
6820B;6831Z;34
6820B;6832A;22
6820B;6920Z;1
6820B;7010Z;20
6820B;7021Z;1
6820B;7022Z;11
6820B;7111Z;1
6820B;7112B;5
6820B;7120B;2
6820B;7219Z;1
6820B;7311Z;1
6820B;7410Z;1
6820B;7420Z;2
6820B;7490B;1
6820B;7711A;2
6820B;7711B;1
6820B;7712Z;1
6820B;7721Z;5
6820B;7729Z;1
6820B;7735Z;1
6820B;7739Z;2
6820B;7740Z;1
6820B;7810Z;1
6820B;7990Z;2
6820B;8121Z;1
6820B;8211Z;3
6820B;8230Z;14
6820B;8299Z;3
6820B;8553Z;1
6820B;8559A;1
6820B;8610Z;1
6820B;8710A;3
6820B;8790B;1
6820B;9001Z;1
6820B;9004Z;1
6820B;9103Z;1
6820B;9311Z;3
6820B;9312Z;1
6820B;9319Z;1
6820B;9329Z;7
6820B;9602A;3
6820B;9604Z;1
6820B;9609Z;3
6831Z;0121Z;1
6831Z;3213Z;1
6831Z;3299Z;1
6831Z;4110A;24
6831Z;4110C;3
6831Z;4110D;2
6831Z;4120A;4
6831Z;4120B;1
6831Z;4299Z;1
6831Z;4329A;1
6831Z;4332A;1
6831Z;4399C;4
6831Z;4613Z;1
6831Z;4619B;3
6831Z;4634Z;1
6831Z;4690Z;1
6831Z;4711B;1
6831Z;4789Z;1
6831Z;5010Z;1
6831Z;5510Z;1
6831Z;5520Z;17
6831Z;5610C;1
6831Z;5621Z;1
6831Z;5630Z;2
6831Z;5911B;1
6831Z;6201Z;3
6831Z;6420Z;6
6831Z;6430Z;2
6831Z;6492Z;1
6831Z;6619B;10
6831Z;6622Z;5
6831Z;6630Z;6
6831Z;6810Z;67
6831Z;6820A;21
6831Z;6820B;66
6831Z;6831Z;44
6831Z;6832A;105
6831Z;7010Z;8
6831Z;7022Z;26
6831Z;7111Z;1
6831Z;7112B;10
6831Z;7120B;13
6831Z;7311Z;1
6831Z;7410Z;1
6831Z;7420Z;1
6831Z;7490A;4
6831Z;7490B;2
6831Z;7810Z;1
6831Z;7912Z;1
6831Z;8121Z;1
6831Z;8130Z;1
6831Z;8230Z;1
6831Z;8299Z;3
6831Z;8559A;3
6831Z;8690F;1
6831Z;8730A;1
6831Z;9329Z;1
6831Z;9601B;1
6831Z;9609Z;4
6832A;1072Z;1
6832A;4110A;3
6832A;4110B;1
